network,station,location,channel,longitude,latitude,elevation_m,sensitivity
AZ,HSSP,,HNE,-116.6641,33.5847,1388.0,134234.0
AZ,HSSP,,HNN,-116.6641,33.5847,1388.0,134234.0
AZ,HSSP,,HNZ,-116.6641,33.5847,1388.0,134234.0
AZ,BSAP,,ACE,-116.322304,33.260201,160.0,
AZ,BSAP,,HNE,-116.322304,33.260201,160.0,427894.0
AZ,BSAP,,HNN,-116.322304,33.260201,160.0,427894.0
AZ,BSAP,,HNZ,-116.322304,33.260201,160.0,427894.0
AZ,BSAP,,LCE,-116.322304,33.260201,160.0,1000000.0
AZ,BSAP,,LCQ,-116.322304,33.260201,160.0,1.0
AZ,BSAP,,LOG,-116.322304,33.260201,160.0,
AZ,BSAP,,OCF,-116.322304,33.260201,160.0,
AZ,BSAP,,VCO,-116.322304,33.260201,160.0,6.67
AZ,BSAP,,VEA,-116.322304,33.260201,160.0,1000.0
AZ,BSAP,,VEC,-116.322304,33.260201,160.0,1000.0
AZ,BSAP,,VEP,-116.322304,33.260201,160.0,6.67
AZ,BSAP,,VKI,-116.322304,33.260201,160.0,1.0
AZ,BSAP,,VM0,-116.322304,33.260201,160.0,10.0
AZ,BSAP,,VM1,-116.322304,33.260201,160.0,10.0
AZ,BSAP,,VM2,-116.322304,33.260201,160.0,10.0
AZ,BSAP,,VM3,-116.322304,33.260201,160.0,10.0
AZ,BSAP,,VM4,-116.322304,33.260201,160.0,10.0
AZ,BSAP,,VM5,-116.322304,33.260201,160.0,10.0
AZ,BSAP,,VM6,-116.322304,33.260201,160.0,10.0
AZ,BSAP,,VPB,-116.322304,33.260201,160.0,10.0
AZ,HWB,,BHE,-116.9596,33.0262,478.0,335432000.0
AZ,HWB,,BHN,-116.9596,33.0262,478.0,335432000.0
AZ,HWB,,BHZ,-116.9596,33.0262,478.0,335432000.0
AZ,HWB,,HHE,-116.9596,33.0262,478.0,335427000.0
AZ,HWB,,HHN,-116.9596,33.0262,478.0,335427000.0
AZ,HWB,,HHZ,-116.9596,33.0262,478.0,335427000.0
AZ,HWB,,HNE,-116.9596,33.0262,478.0,422882.0
AZ,HWB,,HNN,-116.9596,33.0262,478.0,422882.0
AZ,HWB,,HNZ,-116.9596,33.0262,478.0,422882.0
AZ,HWB,,LHE,-116.9596,33.0262,478.0,327031000.0
AZ,HWB,,LHN,-116.9596,33.0262,478.0,327031000.0
AZ,HWB,,LHZ,-116.9596,33.0262,478.0,327031000.0
AZ,HWB,,VHE,-116.9596,33.0262,478.0,112940000.0
AZ,HWB,,VHN,-116.9596,33.0262,478.0,112940000.0
AZ,HWB,,VHZ,-116.9596,33.0262,478.0,112940000.0
AZ,CPE,,BHE,-117.1051,32.8889,150.0,628316000.0
AZ,CPE,,BHN,-117.1051,32.8889,150.0,628316000.0
AZ,CPE,,BHZ,-117.1051,32.8889,150.0,628316000.0
AZ,CPE,,HHE,-117.1051,32.8889,150.0,629280000.0
AZ,CPE,,HHN,-117.1051,32.8889,150.0,629280000.0
AZ,CPE,,HHZ,-117.1051,32.8889,150.0,629280000.0
AZ,CPE,,HNE,-117.1051,32.8889,150.0,427894.0
AZ,CPE,,HNN,-117.1051,32.8889,150.0,427894.0
AZ,CPE,,HNZ,-117.1051,32.8889,150.0,427894.0
AZ,CPE,,LCE,-117.1051,32.8889,150.0,1000000.0
AZ,CPE,,LCQ,-117.1051,32.8889,150.0,1.0
AZ,CPE,,LHE,-117.1051,32.8889,150.0,626125000.0
AZ,CPE,,LHN,-117.1051,32.8889,150.0,626125000.0
AZ,CPE,,LHZ,-117.1051,32.8889,150.0,626125000.0
AZ,CPE,,LNE,-117.1051,32.8889,150.0,427894.0
AZ,CPE,,LNN,-117.1051,32.8889,150.0,427894.0
AZ,CPE,,LNZ,-117.1051,32.8889,150.0,427894.0
AZ,CPE,,VCO,-117.1051,32.8889,150.0,6.67
AZ,CPE,,VEA,-117.1051,32.8889,150.0,1000.0
AZ,CPE,,VEC,-117.1051,32.8889,150.0,1000.0
AZ,CPE,,VEP,-117.1051,32.8889,150.0,6.67
AZ,CPE,,VKI,-117.1051,32.8889,150.0,1.0
AZ,CPE,,VM0,-117.1051,32.8889,150.0,10.0
AZ,CPE,,VM1,-117.1051,32.8889,150.0,10.0
AZ,CPE,,VM2,-117.1051,32.8889,150.0,10.0
AZ,CPE,,VM3,-117.1051,32.8889,150.0,10.0
AZ,CPE,,VM4,-117.1051,32.8889,150.0,10.0
AZ,CPE,,VM5,-117.1051,32.8889,150.0,10.0
AZ,CPE,,VM6,-117.1051,32.8889,150.0,10.0
AZ,CPE,,VPB,-117.1051,32.8889,150.0,10.0
AZ,GARR,,HNE,-116.6708,33.5918,1442.0,134234.0
AZ,GARR,,HNN,-116.6708,33.5918,1442.0,134234.0
AZ,GARR,,HNZ,-116.6708,33.5918,1442.0,134234.0
AZ,MTRP,,HNE,-117.0567,32.8203,200.7,422861.0
AZ,MTRP,,HNN,-117.0567,32.8203,200.7,422861.0
AZ,MTRP,,HNZ,-117.0567,32.8203,200.7,422861.0
AZ,MONP2,,BHE,-116.4223,32.892,1875.0,629313000.0
AZ,MONP2,,BHN,-116.4223,32.892,1875.0,629313000.0
AZ,MONP2,,BHZ,-116.4223,32.892,1875.0,629313000.0
AZ,MONP2,,BNE,-116.4223,32.892,1875.0,427894.0
AZ,MONP2,,BNN,-116.4223,32.892,1875.0,427894.0
AZ,MONP2,,BNZ,-116.4223,32.892,1875.0,427894.0
AZ,MONP2,,HHE,-116.4223,32.892,1875.0,629919000.0
AZ,MONP2,,HHN,-116.4223,32.892,1875.0,629919000.0
AZ,MONP2,,HHZ,-116.4223,32.892,1875.0,629919000.0
AZ,MONP2,,HNE,-116.4223,32.892,1875.0,427894.0
AZ,MONP2,,HNN,-116.4223,32.892,1875.0,427894.0
AZ,MONP2,,HNZ,-116.4223,32.892,1875.0,427894.0
AZ,MONP2,,LCE,-116.4223,32.892,1875.0,1000000.0
AZ,MONP2,,LCQ,-116.4223,32.892,1875.0,1.0
AZ,MONP2,,LHE,-116.4223,32.892,1875.0,627252000.0
AZ,MONP2,,LHN,-116.4223,32.892,1875.0,627252000.0
AZ,MONP2,,LHZ,-116.4223,32.892,1875.0,627252000.0
AZ,MONP2,,LNE,-116.4223,32.892,1875.0,427894.0
AZ,MONP2,,LNN,-116.4223,32.892,1875.0,427894.0
AZ,MONP2,,LNZ,-116.4223,32.892,1875.0,427894.0
AZ,MONP2,,VCO,-116.4223,32.892,1875.0,6.67
AZ,MONP2,,VEA,-116.4223,32.892,1875.0,1000.0
AZ,MONP2,,VEC,-116.4223,32.892,1875.0,1000.0
AZ,MONP2,,VEP,-116.4223,32.892,1875.0,6.67
AZ,MONP2,,VKI,-116.4223,32.892,1875.0,1.0
AZ,MONP2,,VM0,-116.4223,32.892,1875.0,10.0
AZ,MONP2,,VM1,-116.4223,32.892,1875.0,10.0
AZ,MONP2,,VM2,-116.4223,32.892,1875.0,10.0
AZ,MONP2,,VM3,-116.4223,32.892,1875.0,10.0
AZ,MONP2,,VM4,-116.4223,32.892,1875.0,10.0
AZ,MONP2,,VM5,-116.4223,32.892,1875.0,10.0
AZ,MONP2,,VM6,-116.4223,32.892,1875.0,10.0
AZ,MONP2,,VPB,-116.4223,32.892,1875.0,10.0
AZ,MONP,,BHE,-116.4225,32.8927,1920.0,789683000.0
AZ,MONP,,BHN,-116.4225,32.8927,1920.0,789683000.0
AZ,MONP,,BHZ,-116.4225,32.8927,1920.0,789683000.0
AZ,MONP,,HHE,-116.4225,32.8927,1920.0,790444000.0
AZ,MONP,,HHN,-116.4225,32.8927,1920.0,790444000.0
AZ,MONP,,HHZ,-116.4225,32.8927,1920.0,790444000.0
AZ,MONP,,LHE,-116.4225,32.8927,1920.0,788694000.0
AZ,MONP,,LHN,-116.4225,32.8927,1920.0,788694000.0
AZ,MONP,,LHZ,-116.4225,32.8927,1920.0,788694000.0
AZ,SCI2,,BHE,-118.4879,32.915,486.0,335432000.0
AZ,SCI2,,BHN,-118.4879,32.915,486.0,335432000.0
AZ,SCI2,,BHZ,-118.4879,32.915,486.0,335432000.0
AZ,SCI2,,EHE,-118.4879,32.915,486.0,339383000.0
AZ,SCI2,,EHN,-118.4879,32.915,486.0,339383000.0
AZ,SCI2,,EHZ,-118.4879,32.915,486.0,339383000.0
AZ,SCI2,,HHE,-118.4879,32.915,486.0,335427000.0
AZ,SCI2,,HHN,-118.4879,32.915,486.0,335427000.0
AZ,SCI2,,HHZ,-118.4879,32.915,486.0,335427000.0
AZ,SCI2,,HNE,-118.4879,32.915,486.0,427894.0
AZ,SCI2,,HNN,-118.4879,32.915,486.0,427894.0
AZ,SCI2,,HNZ,-118.4879,32.915,486.0,427894.0
AZ,SCI2,,LCE,-118.4879,32.915,486.0,1000000.0
AZ,SCI2,,LCQ,-118.4879,32.915,486.0,1.0
AZ,SCI2,,LHE,-118.4879,32.915,486.0,327031000.0
AZ,SCI2,,LHN,-118.4879,32.915,486.0,327031000.0
AZ,SCI2,,LHZ,-118.4879,32.915,486.0,327031000.0
AZ,SCI2,,VCO,-118.4879,32.915,486.0,6.67
AZ,SCI2,,VEA,-118.4879,32.915,486.0,1000.0
AZ,SCI2,,VEC,-118.4879,32.915,486.0,1000.0
AZ,SCI2,,VEP,-118.4879,32.915,486.0,6.67
AZ,SCI2,,VKI,-118.4879,32.915,486.0,1.0
AZ,SCI2,,VM0,-118.4879,32.915,486.0,10.0
AZ,SCI2,,VM1,-118.4879,32.915,486.0,10.0
AZ,SCI2,,VM2,-118.4879,32.915,486.0,10.0
AZ,SCI2,,VM3,-118.4879,32.915,486.0,10.0
AZ,SCI2,,VM4,-118.4879,32.915,486.0,10.0
AZ,SCI2,,VM5,-118.4879,32.915,486.0,10.0
AZ,SCI2,,VM6,-118.4879,32.915,486.0,10.0
AZ,SCI2,,VPB,-118.4879,32.915,486.0,10.0
AZ,SETM,,HNE,-116.5615,33.5097,1216.0,805405.0
AZ,SETM,,HNN,-116.5615,33.5097,1216.0,671170.0
AZ,SETM,,HNZ,-116.5615,33.5097,1216.0,536936.0
AZ,LVA2,,ACE,-116.561501,33.351601,1435.0,
AZ,LVA2,,BHE,-116.561501,33.351601,1435.0,629313000.0
AZ,LVA2,,BHN,-116.561501,33.351601,1435.0,629313000.0
AZ,LVA2,,BHZ,-116.561501,33.351601,1435.0,629313000.0
AZ,LVA2,,BLE,-116.561501,33.351601,1435.0,13110800.0
AZ,LVA2,,BLN,-116.561501,33.351601,1435.0,13110800.0
AZ,LVA2,,BLZ,-116.561501,33.351601,1435.0,13110800.0
AZ,LVA2,,HHE,-116.561501,33.351601,1435.0,629569000.0
AZ,LVA2,,HHN,-116.561501,33.351601,1435.0,629569000.0
AZ,LVA2,,HHZ,-116.561501,33.351601,1435.0,629569000.0
AZ,LVA2,,HNE,-116.561501,33.351601,1435.0,427894.0
AZ,LVA2,,HNN,-116.561501,33.351601,1435.0,427894.0
AZ,LVA2,,HNZ,-116.561501,33.351601,1435.0,427894.0
AZ,LVA2,,LCE,-116.561501,33.351601,1435.0,1000000.0
AZ,LVA2,,LCQ,-116.561501,33.351601,1435.0,1.0
AZ,LVA2,,LHE,-116.561501,33.351601,1435.0,627252000.0
AZ,LVA2,,LHN,-116.561501,33.351601,1435.0,627252000.0
AZ,LVA2,,LHZ,-116.561501,33.351601,1435.0,627252000.0
AZ,LVA2,,LNE,-116.561501,33.351601,1435.0,427894.0
AZ,LVA2,,LNN,-116.561501,33.351601,1435.0,427894.0
AZ,LVA2,,LNZ,-116.561501,33.351601,1435.0,427894.0
AZ,LVA2,,LOG,-116.561501,33.351601,1435.0,
AZ,LVA2,,OCF,-116.561501,33.351601,1435.0,
AZ,LVA2,,VCO,-116.561501,33.351601,1435.0,6.67
AZ,LVA2,,VEA,-116.561501,33.351601,1435.0,1000.0
AZ,LVA2,,VEC,-116.561501,33.351601,1435.0,1000.0
AZ,LVA2,,VEP,-116.561501,33.351601,1435.0,6.67
AZ,LVA2,,VKI,-116.561501,33.351601,1435.0,1.0
AZ,LVA2,,VM0,-116.561501,33.351601,1435.0,10.0
AZ,LVA2,,VM1,-116.561501,33.351601,1435.0,10.0
AZ,LVA2,,VM2,-116.561501,33.351601,1435.0,10.0
AZ,LVA2,,VM3,-116.561501,33.351601,1435.0,10.0
AZ,LVA2,,VM4,-116.561501,33.351601,1435.0,10.0
AZ,LVA2,,VM5,-116.561501,33.351601,1435.0,10.0
AZ,LVA2,,VM6,-116.561501,33.351601,1435.0,10.0
AZ,LVA2,,VPB,-116.561501,33.351601,1435.0,10.0
AZ,BZN,,BH1,-116.667,33.4915,1301.0,209773000.0
AZ,BZN,,BH2,-116.667,33.4915,1301.0,209773000.0
AZ,BZN,,BHE,-116.667,33.4915,1301.0,629313000.0
AZ,BZN,,BHN,-116.667,33.4915,1301.0,629313000.0
AZ,BZN,,BHZ,-116.667,33.4915,1301.0,629313000.0
AZ,BZN,,BL1,-116.667,33.4915,1301.0,13110800.0
AZ,BZN,,BL2,-116.667,33.4915,1301.0,13110800.0
AZ,BZN,,BLE,-116.667,33.4915,1301.0,13110800.0
AZ,BZN,,BLN,-116.667,33.4915,1301.0,13110800.0
AZ,BZN,,BLZ,-116.667,33.4915,1301.0,13110800.0
AZ,BZN,,BNE,-116.667,33.4915,1301.0,427894.0
AZ,BZN,,BNN,-116.667,33.4915,1301.0,427894.0
AZ,BZN,,BNZ,-116.667,33.4915,1301.0,427894.0
AZ,BZN,,EH1,-116.667,33.4915,1301.0,31430900.0
AZ,BZN,,EH2,-116.667,33.4915,1301.0,31430900.0
AZ,BZN,,EHZ,-116.667,33.4915,1301.0,31430900.0
AZ,BZN,,HH1,-116.667,33.4915,1301.0,210121000.0
AZ,BZN,,HH2,-116.667,33.4915,1301.0,210121000.0
AZ,BZN,,HHE,-116.667,33.4915,1301.0,629919000.0
AZ,BZN,,HHN,-116.667,33.4915,1301.0,629919000.0
AZ,BZN,,HHZ,-116.667,33.4915,1301.0,629919000.0
AZ,BZN,,HL1,-116.667,33.4915,1301.0,13132600.0
AZ,BZN,,HL2,-116.667,33.4915,1301.0,13132600.0
AZ,BZN,,HLE,-116.667,33.4915,1301.0,13132600.0
AZ,BZN,,HLN,-116.667,33.4915,1301.0,13132600.0
AZ,BZN,,HLZ,-116.667,33.4915,1301.0,13132600.0
AZ,BZN,,HNE,-116.667,33.4915,1301.0,427894.0
AZ,BZN,,HNN,-116.667,33.4915,1301.0,427894.0
AZ,BZN,,HNZ,-116.667,33.4915,1301.0,427894.0
AZ,BZN,,LCE,-116.667,33.4915,1301.0,1000000.0
AZ,BZN,,LCQ,-116.667,33.4915,1301.0,1.0
AZ,BZN,,LHE,-116.667,33.4915,1301.0,627252000.0
AZ,BZN,,LHN,-116.667,33.4915,1301.0,627252000.0
AZ,BZN,,LHZ,-116.667,33.4915,1301.0,627252000.0
AZ,BZN,,LNE,-116.667,33.4915,1301.0,427894.0
AZ,BZN,,LNN,-116.667,33.4915,1301.0,427894.0
AZ,BZN,,LNZ,-116.667,33.4915,1301.0,427894.0
AZ,BZN,,VCO,-116.667,33.4915,1301.0,6.67
AZ,BZN,,VEA,-116.667,33.4915,1301.0,1000.0
AZ,BZN,,VEC,-116.667,33.4915,1301.0,1000.0
AZ,BZN,,VEP,-116.667,33.4915,1301.0,6.67
AZ,BZN,,VKI,-116.667,33.4915,1301.0,1.0
AZ,BZN,,VM0,-116.667,33.4915,1301.0,10.0
AZ,BZN,,VM1,-116.667,33.4915,1301.0,10.0
AZ,BZN,,VM2,-116.667,33.4915,1301.0,10.0
AZ,BZN,,VM3,-116.667,33.4915,1301.0,10.0
AZ,BZN,,VM4,-116.667,33.4915,1301.0,10.0
AZ,BZN,,VM5,-116.667,33.4915,1301.0,10.0
AZ,BZN,,VM6,-116.667,33.4915,1301.0,10.0
AZ,BZN,,VPB,-116.667,33.4915,1301.0,10.0
AZ,CRY,,ACE,-116.7373,33.5654,1128.0,
AZ,CRY,,BH1,-116.7373,33.5654,1128.0,209773000.0
AZ,CRY,,BH2,-116.7373,33.5654,1128.0,209773000.0
AZ,CRY,,BHE,-116.7373,33.5654,1128.0,629313000.0
AZ,CRY,,BHN,-116.7373,33.5654,1128.0,629313000.0
AZ,CRY,,BHZ,-116.7373,33.5654,1128.0,629313000.0
AZ,CRY,,BL1,-116.7373,33.5654,1128.0,13110800.0
AZ,CRY,,BL2,-116.7373,33.5654,1128.0,13110800.0
AZ,CRY,,BLZ,-116.7373,33.5654,1128.0,13110800.0
AZ,CRY,,EH1,-116.7373,33.5654,1128.0,31430900.0
AZ,CRY,,EH2,-116.7373,33.5654,1128.0,31430900.0
AZ,CRY,,EHZ,-116.7373,33.5654,1128.0,31430900.0
AZ,CRY,,HH1,-116.7373,33.5654,1128.0,210121000.0
AZ,CRY,,HH2,-116.7373,33.5654,1128.0,210121000.0
AZ,CRY,,HHE,-116.7373,33.5654,1128.0,629919000.0
AZ,CRY,,HHN,-116.7373,33.5654,1128.0,629919000.0
AZ,CRY,,HHZ,-116.7373,33.5654,1128.0,629919000.0
AZ,CRY,,HL1,-116.7373,33.5654,1128.0,13132600.0
AZ,CRY,,HL2,-116.7373,33.5654,1128.0,13132600.0
AZ,CRY,,HLZ,-116.7373,33.5654,1128.0,13132600.0
AZ,CRY,,HNE,-116.7373,33.5654,1128.0,427894.0
AZ,CRY,,HNN,-116.7373,33.5654,1128.0,427894.0
AZ,CRY,,HNZ,-116.7373,33.5654,1128.0,427894.0
AZ,CRY,,LCE,-116.7373,33.5654,1128.0,1000000.0
AZ,CRY,,LCQ,-116.7373,33.5654,1128.0,1.0
AZ,CRY,,LHE,-116.7373,33.5654,1128.0,627252000.0
AZ,CRY,,LHN,-116.7373,33.5654,1128.0,627252000.0
AZ,CRY,,LHZ,-116.7373,33.5654,1128.0,627252000.0
AZ,CRY,,LNE,-116.737297,33.565399,1128.0,213947.0
AZ,CRY,,LNN,-116.737297,33.565399,1128.0,213947.0
AZ,CRY,,LNZ,-116.737297,33.565399,1128.0,213947.0
AZ,CRY,,LOG,-116.7373,33.5654,1128.0,
AZ,CRY,,OCF,-116.7373,33.5654,1128.0,
AZ,CRY,,VCO,-116.7373,33.5654,1128.0,6.67
AZ,CRY,,VEA,-116.7373,33.5654,1128.0,1000.0
AZ,CRY,,VEC,-116.7373,33.5654,1128.0,1000.0
AZ,CRY,,VEP,-116.7373,33.5654,1128.0,6.67
AZ,CRY,,VKI,-116.7373,33.5654,1128.0,1.0
AZ,CRY,,VM0,-116.7373,33.5654,1128.0,10.0
AZ,CRY,,VM1,-116.7373,33.5654,1128.0,10.0
AZ,CRY,,VM2,-116.7373,33.5654,1128.0,10.0
AZ,CRY,,VM3,-116.7373,33.5654,1128.0,10.0
AZ,CRY,,VM4,-116.7373,33.5654,1128.0,10.0
AZ,CRY,,VM5,-116.7373,33.5654,1128.0,10.0
AZ,CRY,,VM6,-116.7373,33.5654,1128.0,10.0
AZ,CRY,,VPB,-116.7373,33.5654,1128.0,10.0
AZ,SMER,,BHE,-117.1708,33.4577,355.7,629313000.0
AZ,SMER,,BHN,-117.1708,33.4577,355.7,629313000.0
AZ,SMER,,BHZ,-117.1708,33.4577,355.7,629313000.0
AZ,SMER,,HHE,-117.1708,33.4577,355.7,629919000.0
AZ,SMER,,HHN,-117.1708,33.4577,355.7,629919000.0
AZ,SMER,,HHZ,-117.1708,33.4577,355.7,629919000.0
AZ,SMER,,HNE,-117.1708,33.4577,355.7,427894.0
AZ,SMER,,HNN,-117.1708,33.4577,355.7,427894.0
AZ,SMER,,HNZ,-117.1708,33.4577,355.7,427894.0
AZ,SMER,,LCE,-117.1708,33.4577,355.7,1000000.0
AZ,SMER,,LCQ,-117.1708,33.4577,355.7,1.0
AZ,SMER,,LHE,-117.1708,33.4577,355.7,627252000.0
AZ,SMER,,LHN,-117.1708,33.4577,355.7,627252000.0
AZ,SMER,,LHZ,-117.1708,33.4577,355.7,627252000.0
AZ,SMER,,LNE,-117.1708,33.4577,355.7,427894.0
AZ,SMER,,LNN,-117.1708,33.4577,355.7,427894.0
AZ,SMER,,LNZ,-117.1708,33.4577,355.7,427894.0
AZ,SMER,,VCO,-117.1708,33.4577,355.7,6.67
AZ,SMER,,VEA,-117.1708,33.4577,355.7,1000.0
AZ,SMER,,VEC,-117.1708,33.4577,355.7,1000.0
AZ,SMER,,VEP,-117.1708,33.4577,355.7,6.67
AZ,SMER,,VHE,-117.1708,33.4577,355.7,509224000.0
AZ,SMER,,VHN,-117.1708,33.4577,355.7,509224000.0
AZ,SMER,,VHZ,-117.1708,33.4577,355.7,509224000.0
AZ,SMER,,VKI,-117.1708,33.4577,355.7,1.0
AZ,SMER,,VM0,-117.1708,33.4577,355.7,10.0
AZ,SMER,,VM1,-117.1708,33.4577,355.7,10.0
AZ,SMER,,VM2,-117.1708,33.4577,355.7,10.0
AZ,SMER,,VM3,-117.1708,33.4577,355.7,10.0
AZ,SMER,,VM4,-117.1708,33.4577,355.7,10.0
AZ,SMER,,VM5,-117.1708,33.4577,355.7,10.0
AZ,SMER,,VM6,-117.1708,33.4577,355.7,10.0
AZ,SMER,,VMU,-117.1708,33.4577,355.7,10.0
AZ,SMER,,VMV,-117.1708,33.4577,355.7,10.0
AZ,SMER,,VMW,-117.1708,33.4577,355.7,10.0
AZ,SMER,,VPB,-117.1708,33.4577,355.7,10.0
AZ,TONN,,HNE,-116.1193,33.1442,53.6,134234.0
AZ,TONN,,HNN,-116.1193,33.1442,53.6,134234.0
AZ,TONN,,HNZ,-116.1193,33.1442,53.6,134234.0
AZ,TRAN,,HNE,-116.5834,33.4955,1000.0,805405.0
AZ,TRAN,,HNN,-116.5834,33.4955,1000.0,671171.0
AZ,TRAN,,HNZ,-116.5834,33.4955,1000.0,536936.0
AZ,FRD,,ACE,-116.602203,33.494701,1164.0,
AZ,FRD,,BH1,-116.602203,33.494701,1164.0,209773000.0
AZ,FRD,,BH2,-116.602203,33.494701,1164.0,209773000.0
AZ,FRD,,BHE,-116.602203,33.494701,1164.0,629313000.0
AZ,FRD,,BHN,-116.602203,33.494701,1164.0,629313000.0
AZ,FRD,,BHZ,-116.602203,33.494701,1164.0,629313000.0
AZ,FRD,,BL1,-116.602203,33.494701,1164.0,13110800.0
AZ,FRD,,BL2,-116.602203,33.494701,1164.0,13110800.0
AZ,FRD,,BLE,-116.602203,33.494701,1164.0,13110800.0
AZ,FRD,,BLN,-116.602203,33.494701,1164.0,13110800.0
AZ,FRD,,BLZ,-116.602203,33.494701,1164.0,13110800.0
AZ,FRD,,EH1,-116.602203,33.494701,1164.0,31430900.0
AZ,FRD,,EH2,-116.602203,33.494701,1164.0,31430900.0
AZ,FRD,,EHZ,-116.602203,33.494701,1164.0,31430900.0
AZ,FRD,,HH1,-116.602203,33.494701,1164.0,210121000.0
AZ,FRD,,HH2,-116.602203,33.494701,1164.0,210121000.0
AZ,FRD,,HHE,-116.602203,33.494701,1164.0,629919000.0
AZ,FRD,,HHN,-116.602203,33.494701,1164.0,629919000.0
AZ,FRD,,HHZ,-116.602203,33.494701,1164.0,629919000.0
AZ,FRD,,HL1,-116.602203,33.494701,1164.0,13132600.0
AZ,FRD,,HL2,-116.602203,33.494701,1164.0,13132600.0
AZ,FRD,,HLE,-116.602203,33.494701,1164.0,536935.0
AZ,FRD,,HLN,-116.602203,33.494701,1164.0,536935.0
AZ,FRD,,HLZ,-116.602203,33.494701,1164.0,536935.0
AZ,FRD,,HNE,-116.602203,33.494701,1164.0,427894.0
AZ,FRD,,HNN,-116.602203,33.494701,1164.0,427894.0
AZ,FRD,,HNZ,-116.602203,33.494701,1164.0,427894.0
AZ,FRD,,LCE,-116.602203,33.494701,1164.0,1000000.0
AZ,FRD,,LCQ,-116.602203,33.494701,1164.0,1.0
AZ,FRD,,LHE,-116.602203,33.494701,1164.0,627252000.0
AZ,FRD,,LHN,-116.602203,33.494701,1164.0,627252000.0
AZ,FRD,,LHZ,-116.602203,33.494701,1164.0,627252000.0
AZ,FRD,,LNE,-116.602203,33.494701,1164.0,213947.0
AZ,FRD,,LNN,-116.602203,33.494701,1164.0,213947.0
AZ,FRD,,LNZ,-116.602203,33.494701,1164.0,213947.0
AZ,FRD,,LOG,-116.602203,33.494701,1164.0,
AZ,FRD,,OCF,-116.602203,33.494701,1164.0,
AZ,FRD,,VCO,-116.602203,33.494701,1164.0,6.67
AZ,FRD,,VEA,-116.602203,33.494701,1164.0,1000.0
AZ,FRD,,VEC,-116.602203,33.494701,1164.0,1000.0
AZ,FRD,,VEP,-116.602203,33.494701,1164.0,6.67
AZ,FRD,,VKI,-116.602203,33.494701,1164.0,1.0
AZ,FRD,,VM0,-116.602203,33.494701,1164.0,10.0
AZ,FRD,,VM1,-116.602203,33.494701,1164.0,10.0
AZ,FRD,,VM2,-116.602203,33.494701,1164.0,10.0
AZ,FRD,,VM3,-116.602203,33.494701,1164.0,10.0
AZ,FRD,,VM4,-116.602203,33.494701,1164.0,10.0
AZ,FRD,,VM5,-116.602203,33.494701,1164.0,10.0
AZ,FRD,,VM6,-116.602203,33.494701,1164.0,10.0
AZ,FRD,,VPB,-116.602203,33.494701,1164.0,10.0
AZ,RDM,,ACE,-116.847801,33.630001,1365.0,
AZ,RDM,,BHE,-116.847801,33.630001,1365.0,629313000.0
AZ,RDM,,BHN,-116.847801,33.630001,1365.0,629313000.0
AZ,RDM,,BHZ,-116.847801,33.630001,1365.0,629313000.0
AZ,RDM,,BLE,-116.847801,33.630001,1365.0,13110800.0
AZ,RDM,,BLN,-116.847801,33.630001,1365.0,13110800.0
AZ,RDM,,BLZ,-116.847801,33.630001,1365.0,13110800.0
AZ,RDM,,EH1,-116.847801,33.630001,1365.0,31430900.0
AZ,RDM,,EH2,-116.847801,33.630001,1365.0,31430900.0
AZ,RDM,,EHZ,-116.847801,33.630001,1365.0,31430900.0
AZ,RDM,,HHE,-116.847801,33.630001,1365.0,629919000.0
AZ,RDM,,HHN,-116.847801,33.630001,1365.0,629919000.0
AZ,RDM,,HHZ,-116.847801,33.630001,1365.0,629919000.0
AZ,RDM,,HLE,-116.847801,33.630001,1365.0,13132600.0
AZ,RDM,,HLN,-116.847801,33.630001,1365.0,13132600.0
AZ,RDM,,HLZ,-116.847801,33.630001,1365.0,13132600.0
AZ,RDM,,HNE,-116.847801,33.630001,1365.0,427894.0
AZ,RDM,,HNN,-116.847801,33.630001,1365.0,427894.0
AZ,RDM,,HNZ,-116.847801,33.630001,1365.0,427894.0
AZ,RDM,,LCE,-116.847801,33.630001,1365.0,1000000.0
AZ,RDM,,LCQ,-116.847801,33.630001,1365.0,1.0
AZ,RDM,,LHE,-116.847801,33.630001,1365.0,627252000.0
AZ,RDM,,LHN,-116.847801,33.630001,1365.0,627252000.0
AZ,RDM,,LHZ,-116.847801,33.630001,1365.0,627252000.0
AZ,RDM,,LNE,-116.847801,33.630001,1365.0,427894.0
AZ,RDM,,LNN,-116.847801,33.630001,1365.0,427894.0
AZ,RDM,,LNZ,-116.847801,33.630001,1365.0,427894.0
AZ,RDM,,LOG,-116.847801,33.630001,1365.0,
AZ,RDM,,OCF,-116.847801,33.630001,1365.0,
AZ,RDM,,VCO,-116.847801,33.630001,1365.0,6.67
AZ,RDM,,VEA,-116.847801,33.630001,1365.0,1000.0
AZ,RDM,,VEC,-116.847801,33.630001,1365.0,1000.0
AZ,RDM,,VEP,-116.847801,33.630001,1365.0,6.67
AZ,RDM,,VKI,-116.847801,33.630001,1365.0,1.0
AZ,RDM,,VM0,-116.847801,33.630001,1365.0,10.0
AZ,RDM,,VM1,-116.847801,33.630001,1365.0,10.0
AZ,RDM,,VM2,-116.847801,33.630001,1365.0,10.0
AZ,RDM,,VM3,-116.847801,33.630001,1365.0,10.0
